dd hh:mm:ss.mss,session_id,sql_text,login_name,wait_info,CPU,tempdb_allocations,tempdb_current,blocking_session_id,reads,writes,physical_reads,used_memory,status,tran_start_time,open_tran_count,percent_complete,host_name,database_name,program_name,start_time,login_time,request_id,collection_time,sql_command,tasks,context_switches,physical_io
00 00:32:00.000,44,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",svc_reporting,SOS_SCHEDULER_YIELD waittime=86 lastwaittype=SOS_SCHEDULER_YIELD,4960,4,3,,61600,0,19,7881,runnable,,0,0.0,RPT-WRK-01,ReportingDB,ReportingPortal.WebApp,2026-05-20 11:05:00.000,2026-05-20 10:35:00.000,0,2026-05-20 11:07:00.000,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",1,6119,0
00 00:11:55.000,63,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=715000 lastwaittype=LCK_M_S,23,0,0,44.0,137,0,0,326,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 10:55:05.000,2026-05-20 10:55:00.000,0,2026-05-20 11:07:00.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,29,0
00 00:09:55.000,77,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=595000 lastwaittype=LCK_M_S,29,0,0,44.0,420,0,0,432,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 10:57:05.000,2026-05-20 10:57:00.000,0,2026-05-20 11:07:00.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,27,0
00 00:06:55.000,84,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=415000 lastwaittype=LCK_M_S,9,0,0,44.0,37,0,0,341,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 11:00:05.000,2026-05-20 11:00:00.000,0,2026-05-20 11:07:00.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,30,0
00 00:32:05.000,44,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",svc_reporting,SOS_SCHEDULER_YIELD waittime=119 lastwaittype=SOS_SCHEDULER_YIELD,5150,5,2,,62500,0,2,3408,runnable,,0,0.0,RPT-WRK-01,ReportingDB,ReportingPortal.WebApp,2026-05-20 11:05:00.000,2026-05-20 10:35:00.000,0,2026-05-20 11:07:05.000,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",1,5815,1
00 00:12:00.000,63,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=720000 lastwaittype=LCK_M_S,51,0,0,44.0,435,0,0,459,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 10:55:05.000,2026-05-20 10:55:00.000,0,2026-05-20 11:07:05.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,34,0
00 00:10:00.000,77,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=600000 lastwaittype=LCK_M_S,12,0,0,44.0,347,0,0,227,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 10:57:05.000,2026-05-20 10:57:00.000,0,2026-05-20 11:07:05.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,58,0
00 00:07:00.000,84,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=420000 lastwaittype=LCK_M_S,21,0,0,44.0,244,0,0,285,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 11:00:05.000,2026-05-20 11:00:00.000,0,2026-05-20 11:07:05.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,58,0
00 00:32:10.000,44,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",svc_reporting,SOS_SCHEDULER_YIELD waittime=235 lastwaittype=SOS_SCHEDULER_YIELD,5340,2,2,,63400,0,4,6151,runnable,,0,0.0,RPT-WRK-01,ReportingDB,ReportingPortal.WebApp,2026-05-20 11:05:00.000,2026-05-20 10:35:00.000,0,2026-05-20 11:07:10.000,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",1,8737,1
00 00:12:05.000,63,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=725000 lastwaittype=LCK_M_S,30,0,0,44.0,114,0,0,151,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 10:55:05.000,2026-05-20 10:55:00.000,0,2026-05-20 11:07:10.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,25,0
00 00:10:05.000,77,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=605000 lastwaittype=LCK_M_S,9,0,0,44.0,360,0,0,207,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 10:57:05.000,2026-05-20 10:57:00.000,0,2026-05-20 11:07:10.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,60,0
00 00:07:05.000,84,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=425000 lastwaittype=LCK_M_S,8,0,0,44.0,315,0,0,146,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 11:00:05.000,2026-05-20 11:00:00.000,0,2026-05-20 11:07:10.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,56,0
00 00:32:15.000,44,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",svc_reporting,SOS_SCHEDULER_YIELD waittime=124 lastwaittype=SOS_SCHEDULER_YIELD,5530,3,2,,64300,0,0,2857,runnable,,0,0.0,RPT-WRK-01,ReportingDB,ReportingPortal.WebApp,2026-05-20 11:05:00.000,2026-05-20 10:35:00.000,0,2026-05-20 11:07:15.000,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",1,7876,1
00 00:12:10.000,63,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=730000 lastwaittype=LCK_M_S,8,0,0,44.0,157,0,0,370,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 10:55:05.000,2026-05-20 10:55:00.000,0,2026-05-20 11:07:15.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,52,0
00 00:10:10.000,77,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=610000 lastwaittype=LCK_M_S,40,0,0,44.0,298,0,0,171,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 10:57:05.000,2026-05-20 10:57:00.000,0,2026-05-20 11:07:15.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,12,0
00 00:07:10.000,84,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=430000 lastwaittype=LCK_M_S,51,0,0,44.0,233,0,0,184,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 11:00:05.000,2026-05-20 11:00:00.000,0,2026-05-20 11:07:15.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,21,0
00 00:32:20.000,44,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",svc_reporting,SOS_SCHEDULER_YIELD waittime=113 lastwaittype=SOS_SCHEDULER_YIELD,5720,5,4,,65200,0,0,5871,runnable,,0,0.0,RPT-WRK-01,ReportingDB,ReportingPortal.WebApp,2026-05-20 11:05:00.000,2026-05-20 10:35:00.000,0,2026-05-20 11:07:20.000,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",1,4483,2
00 00:12:15.000,63,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=735000 lastwaittype=LCK_M_S,44,0,0,44.0,367,0,0,162,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 10:55:05.000,2026-05-20 10:55:00.000,0,2026-05-20 11:07:20.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,26,0
00 00:10:15.000,77,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=615000 lastwaittype=LCK_M_S,58,0,0,44.0,243,0,0,197,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 10:57:05.000,2026-05-20 10:57:00.000,0,2026-05-20 11:07:20.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,51,0
00 00:07:15.000,84,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=435000 lastwaittype=LCK_M_S,41,0,0,44.0,14,0,0,496,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 11:00:05.000,2026-05-20 11:00:00.000,0,2026-05-20 11:07:20.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,35,0
00 00:32:25.000,44,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",svc_reporting,SOS_SCHEDULER_YIELD waittime=256 lastwaittype=SOS_SCHEDULER_YIELD,5910,3,2,,66100,0,11,6458,runnable,,0,0.0,RPT-WRK-01,ReportingDB,ReportingPortal.WebApp,2026-05-20 11:05:00.000,2026-05-20 10:35:00.000,0,2026-05-20 11:07:25.000,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",1,7359,2
00 00:12:20.000,63,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=740000 lastwaittype=LCK_M_S,15,0,0,44.0,115,0,0,255,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 10:55:05.000,2026-05-20 10:55:00.000,0,2026-05-20 11:07:25.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,50,0
00 00:10:20.000,77,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=620000 lastwaittype=LCK_M_S,28,0,0,44.0,254,0,0,322,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 10:57:05.000,2026-05-20 10:57:00.000,0,2026-05-20 11:07:25.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,29,0
00 00:07:20.000,84,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=440000 lastwaittype=LCK_M_S,60,0,0,44.0,351,0,0,197,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 11:00:05.000,2026-05-20 11:00:00.000,0,2026-05-20 11:07:25.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,56,0
00 00:32:30.000,44,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",svc_reporting,SOS_SCHEDULER_YIELD waittime=149 lastwaittype=SOS_SCHEDULER_YIELD,6100,2,3,,67000,0,6,4398,runnable,,0,0.0,RPT-WRK-01,ReportingDB,ReportingPortal.WebApp,2026-05-20 11:05:00.000,2026-05-20 10:35:00.000,0,2026-05-20 11:07:30.000,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",1,7431,0
00 00:12:25.000,63,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=745000 lastwaittype=LCK_M_S,56,0,0,44.0,107,0,0,254,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 10:55:05.000,2026-05-20 10:55:00.000,0,2026-05-20 11:07:30.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,15,0
00 00:10:25.000,77,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=625000 lastwaittype=LCK_M_S,20,0,0,44.0,52,0,0,399,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 10:57:05.000,2026-05-20 10:57:00.000,0,2026-05-20 11:07:30.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,39,0
00 00:07:25.000,84,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=445000 lastwaittype=LCK_M_S,17,0,0,44.0,194,0,0,418,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 11:00:05.000,2026-05-20 11:00:00.000,0,2026-05-20 11:07:30.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,32,0
00 00:32:35.000,44,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",svc_reporting,SOS_SCHEDULER_YIELD waittime=68 lastwaittype=SOS_SCHEDULER_YIELD,6290,5,5,,67900,0,20,2284,runnable,,0,0.0,RPT-WRK-01,ReportingDB,ReportingPortal.WebApp,2026-05-20 11:05:00.000,2026-05-20 10:35:00.000,0,2026-05-20 11:07:35.000,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",1,8005,0
00 00:12:30.000,63,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=750000 lastwaittype=LCK_M_S,9,0,0,44.0,230,0,0,284,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 10:55:05.000,2026-05-20 10:55:00.000,0,2026-05-20 11:07:35.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,43,0
00 00:10:30.000,77,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=630000 lastwaittype=LCK_M_S,10,0,0,44.0,172,0,0,417,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 10:57:05.000,2026-05-20 10:57:00.000,0,2026-05-20 11:07:35.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,21,0
00 00:07:30.000,84,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=450000 lastwaittype=LCK_M_S,25,0,0,44.0,305,0,0,417,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 11:00:05.000,2026-05-20 11:00:00.000,0,2026-05-20 11:07:35.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,50,0
00 00:32:40.000,44,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",svc_reporting,SOS_SCHEDULER_YIELD waittime=141 lastwaittype=SOS_SCHEDULER_YIELD,6480,3,1,,68800,0,4,5463,runnable,,0,0.0,RPT-WRK-01,ReportingDB,ReportingPortal.WebApp,2026-05-20 11:05:00.000,2026-05-20 10:35:00.000,0,2026-05-20 11:07:40.000,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",1,6523,3
00 00:12:35.000,63,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=755000 lastwaittype=LCK_M_S,14,0,0,44.0,68,0,0,407,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 10:55:05.000,2026-05-20 10:55:00.000,0,2026-05-20 11:07:40.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,13,0
00 00:10:35.000,77,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=635000 lastwaittype=LCK_M_S,51,0,0,44.0,334,0,0,462,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 10:57:05.000,2026-05-20 10:57:00.000,0,2026-05-20 11:07:40.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,11,0
00 00:07:35.000,84,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=455000 lastwaittype=LCK_M_S,56,0,0,44.0,449,0,0,134,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 11:00:05.000,2026-05-20 11:00:00.000,0,2026-05-20 11:07:40.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,26,0
00 00:32:45.000,44,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",svc_reporting,SOS_SCHEDULER_YIELD waittime=320 lastwaittype=SOS_SCHEDULER_YIELD,6670,3,0,,69700,0,10,6544,runnable,,0,0.0,RPT-WRK-01,ReportingDB,ReportingPortal.WebApp,2026-05-20 11:05:00.000,2026-05-20 10:35:00.000,0,2026-05-20 11:07:45.000,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",1,5091,1
00 00:12:40.000,63,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=760000 lastwaittype=LCK_M_S,46,0,0,44.0,440,0,0,334,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 10:55:05.000,2026-05-20 10:55:00.000,0,2026-05-20 11:07:45.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,30,0
00 00:10:40.000,77,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=640000 lastwaittype=LCK_M_S,42,0,0,44.0,226,0,0,177,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 10:57:05.000,2026-05-20 10:57:00.000,0,2026-05-20 11:07:45.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,36,0
00 00:07:40.000,84,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=460000 lastwaittype=LCK_M_S,15,0,0,44.0,460,0,0,391,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 11:00:05.000,2026-05-20 11:00:00.000,0,2026-05-20 11:07:45.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,60,0
00 00:32:50.000,44,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",svc_reporting,SOS_SCHEDULER_YIELD waittime=296 lastwaittype=SOS_SCHEDULER_YIELD,6860,4,0,,70600,0,19,6072,runnable,,0,0.0,RPT-WRK-01,ReportingDB,ReportingPortal.WebApp,2026-05-20 11:05:00.000,2026-05-20 10:35:00.000,0,2026-05-20 11:07:50.000,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",1,5595,2
00 00:12:45.000,63,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=765000 lastwaittype=LCK_M_S,56,0,0,44.0,355,0,0,274,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 10:55:05.000,2026-05-20 10:55:00.000,0,2026-05-20 11:07:50.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,43,0
00 00:10:45.000,77,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=645000 lastwaittype=LCK_M_S,44,0,0,44.0,472,0,0,431,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 10:57:05.000,2026-05-20 10:57:00.000,0,2026-05-20 11:07:50.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,35,0
00 00:07:45.000,84,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=465000 lastwaittype=LCK_M_S,41,0,0,44.0,38,0,0,309,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 11:00:05.000,2026-05-20 11:00:00.000,0,2026-05-20 11:07:50.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,43,0
00 00:32:55.000,44,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",svc_reporting,SOS_SCHEDULER_YIELD waittime=282 lastwaittype=SOS_SCHEDULER_YIELD,7050,3,3,,71500,0,5,5405,runnable,,0,0.0,RPT-WRK-01,ReportingDB,ReportingPortal.WebApp,2026-05-20 11:05:00.000,2026-05-20 10:35:00.000,0,2026-05-20 11:07:55.000,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",1,8920,1
00 00:12:50.000,63,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=770000 lastwaittype=LCK_M_S,31,0,0,44.0,328,0,0,460,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 10:55:05.000,2026-05-20 10:55:00.000,0,2026-05-20 11:07:55.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,39,0
00 00:10:50.000,77,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=650000 lastwaittype=LCK_M_S,6,0,0,44.0,481,0,0,415,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 10:57:05.000,2026-05-20 10:57:00.000,0,2026-05-20 11:07:55.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,45,0
00 00:07:50.000,84,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=470000 lastwaittype=LCK_M_S,10,0,0,44.0,77,0,0,183,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 11:00:05.000,2026-05-20 11:00:00.000,0,2026-05-20 11:07:55.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,32,0
